Date,Benchmark
2017-05-26,12098.08
2017-05-29,12052.09
2017-05-30,12094.79
2017-05-31,12126.75
2017-06-01,12156.89
2017-06-02,12214.26
2017-06-05,12265.93
2017-06-06,12209.98
2017-06-07,12259.85
2017-06-08,12256.9
2017-06-09,12291.3
2017-06-12,12227.8
2017-06-13,12230.09
2017-06-14,12248.8
2017-06-15,12219.65
2017-06-16,12236.16
2017-06-19,12296.81
2017-06-20,12301.38
2017-06-21,12286.83
2017-06-22,12260.63
2017-06-23,12160.56
2017-06-27,12059.45
2017-06-28,12051.06
2017-06-29,12087.21
2017-06-30,12132.6
2017-07-03,12256.66
2017-07-04,12248.49
2017-07-05,12308.36
2017-07-06,12357.06
2017-07-07,12353.91
2017-07-10,12467.15
2017-07-11,12450.31
2017-07-12,12510.04
2017-07-13,12605.02
2017-07-14,12602.51
2017-07-17,12630.61
2017-07-18,12529.82
2017-07-19,12635.56
2017-07-20,12608.51
2017-07-21,12650.08
2017-07-24,12700.14
2017-07-25,12711.74
2017-07-26,12767.9
2017-07-27,12753.12
2017-07-28,12768.97
2017-07-31,12837.04
2017-08-01,12865.27
2017-08-02,12829.26
2017-08-03,12745.7
2017-08-04,12814.73
2017-08-07,12814.73
2017-08-08,12743.25
2017-08-09,12612.37
2017-08-10,12409.81
2017-08-11,12311.4
2017-08-14,12478.55
2017-08-16,12616.44
2017-08-17,12627.5
2017-08-18,12556.61
2017-08-21,12432.66
2017-08-22,12418.09
2017-08-23,12543.72
2017-08-24,12576.34
2017-08-28,12669.7
2017-08-29,12526.74
2017-08-30,12660.32
2017-08-31,12707.41
2017-09-01,12795.51
2017-09-04,12715.31
2017-09-05,12784.41
2017-09-06,12762.86
2017-09-07,12801.05
2017-09-08,12790.55
2017-09-11,12881.49
2017-09-12,12998.27
2017-09-13,12963.96
2017-09-14,12992.19
2017-09-15,12996.37
2017-09-18,13084.03
2017-09-19,13091.41
2017-09-20,13072.23
2017-09-21,13033.09
2017-09-22,12779.76
2017-09-25,12633.98
2017-09-26,12657.77
2017-09-27,12462.32
2017-09-28,12515.16
2017-09-29,12577.95
2017-10-03,12669.17
2017-10-04,12734.23
2017-10-05,12733.64
2017-10-06,12852.04
2017-10-09,12867.94
2017-10-10,12923.71
2017-10-11,12859.33
2017-10-12,13002.13
2017-10-13,13071.12
2017-10-16,13141.38
2017-10-17,13166.39
2017-10-18,13140.53
2017-10-19,13071.76
2017-10-23,13123.33
2017-10-24,13153.91
2017-10-25,13259.23
2017-10-26,13320.16
2017-10-27,13316.83
2017-10-30,13405.52
2017-10-31,13394.75
2017-11-01,13515.96
2017-11-02,13520.5
2017-11-03,13556.06
2017-11-06,13574.58
2017-11-07,13423.23
2017-11-08,13347.31
2017-11-09,13390.89
2017-11-10,13403.43
2017-11-13,13297.47
2017-11-14,13252.24
2017-11-15,13138.35
2017-11-16,13272.37
2017-11-17,13377.94
2017-11-20,13414.42
2017-11-21,13448.92
2017-11-22,13463.99
2017-11-23,13481.09
2017-11-24,13537.67
2017-11-27,13569.12
2017-11-28,13549.81
2017-11-29,13535.77
2017-11-30,13403.72
2017-12-01,13265.94
2017-12-04,13264.38
2017-12-05,13260.34
2017-12-06,13160.7
2017-12-07,13328.38
2017-12-08,13456.52
2017-12-11,13517.03
2017-12-12,13406.62
2017-12-13,13326.52
2017-12-14,13373.19
2017-12-15,13494.85
2017-12-18,13574.2
2017-12-19,13705.34
2017-12-20,13709.78
2017-12-21,13745.34
2017-12-22,13809.42
2017-12-26,13866.27
2017-12-27,13819.26
2017-12-28,13815.8
2017-12-29,13896.02
2018-01-01,13813.81
2018-01-02,13789.42
2018-01-03,13820.88
2018-01-04,13918.1
2018-01-05,14017.23
2018-01-08,14113.6
2018-01-09,14115.81
2018-01-10,14100.89
2018-01-11,14129.78
2018-01-12,14151.61
2018-01-15,14202.3
2018-01-16,14074.53
2018-01-17,14182.88
2018-01-18,14125.75
2018-01-19,14237.54
2018-01-22,14332.39
2018-01-23,14464.05
2018-01-24,14429.98
2018-01-25,14365.84
2018-01-29,14379.96
2018-01-30,14268.94
2018-01-31,14203.09
2018-02-01,14188.25
2018-02-02,13782.37
2018-02-05,13686.64
2018-02-06,13461.63
2018-02-07,13486.61
2018-02-08,13662.65
2018-02-09,13558.03
2018-02-12,13700.66
2018-02-14,13668.94
2018-02-15,13668.38
2018-02-16,13540.46
2018-02-19,13429.56
2018-02-20,13417.24
2018-02-21,13442.27
2018-02-22,13402.06
2018-02-23,13567.59
2018-02-26,13686.8
2018-02-27,13642.21
2018-02-28,13585.49
2018-03-01,13531.83
2018-03-05,13400.93
2018-03-06,13260.12
2018-03-07,13109.11
2018-03-08,13202.82
2018-03-09,13181.83
2018-03-12,13380.35
2018-03-13,13434.83
2018-03-14,13425.47
2018-03-15,13399.61
2018-03-16,13214.46
2018-03-19,13052.85
2018-03-20,13100.23
2018-03-21,13142.31
2018-03-22,13077.48
2018-03-23,12926.25
2018-03-26,13093.19
2018-03-27,13187.9
2018-03-28,13090.98
2018-04-02,13254.74
2018-04-03,13330.03
2018-04-04,13184.34
2018-04-05,13435.15
2018-04-06,13473.25
2018-04-09,13521.92
2018-04-10,13542.43
2018-04-11,13559.63
2018-04-12,13583.7
2018-04-13,13613.67
2018-04-16,13677.8
2018-04-17,13705.74
2018-04-18,13678.25
2018-04-19,13744.05
2018-04-20,13731.17
2018-04-23,13769.15
2018-04-24,13794.14
2018-04-25,13735.0
2018-04-26,13781.25
2018-04-27,13872.77
2018-04-30,13950.42
2018-05-02,13874.76
2018-05-03,13792.81
2018-05-04,13721.0
2018-05-07,13837.1
2018-05-08,13838.65
2018-05-09,13837.48
2018-05-10,13752.47
2018-05-11,13833.86
2018-05-14,13795.05
2018-05-15,13760.15
2018-05-16,13705.45
2018-05-17,13670.14
2018-05-18,13530.24
2018-05-21,13382.6
2018-05-22,13436.94
2018-05-23,13325.63
2018-05-24,13392.87
2018-05-25,13459.37
2018-05-28,13684.63
2018-05-29,13630.69
2018-05-30,13607.75
2018-05-31,13705.62
2018-06-01,13617.21
2018-06-04,13501.53
2018-06-05,13405.29
2018-06-06,13545.67
2018-06-07,13684.5
2018-06-08,13708.4
2018-06-11,13732.15
2018-06-12,13811.73
2018-06-13,13811.78
2018-06-14,13781.18
2018-06-15,13781.18
2018-06-18,13725.35
2018-06-19,13601.84
2018-06-20,13663.75
2018-06-21,13612.8
2018-06-22,13695.9
2018-06-25,13604.24
2018-06-26,13600.44
2018-06-27,13453.85
2018-06-28,13318.37
2018-06-29,13503.29
2018-07-02,13424.54
2018-07-03,13484.25
2018-07-04,13551.84
2018-07-05,13514.84
2018-07-06,13556.77
2018-07-09,13681.04
2018-07-10,13801.46
2018-07-11,13780.83
2018-07-12,13837.41
2018-07-13,13791.0
2018-07-16,13618.67
2018-07-17,13743.72
2018-07-18,13677.65
2018-07-19,13638.18
2018-07-20,13712.17
2018-07-23,13827.88
2018-07-24,13955.93
2018-07-25,13955.58
2018-07-26,14015.05
2018-07-27,14150.32
2018-07-30,14209.48
2018-07-31,14257.02
2018-08-01,14258.89
2018-08-02,14168.71
2018-08-03,14312.09
2018-08-06,14347.97
2018-08-07,14341.27
2018-08-08,14400.66
2018-08-09,14438.0
2018-08-10,14372.06
2018-08-13,14272.7
2018-08-14,14382.48
2018-08-16,14322.64
2018-08-17,14447.62
2018-08-20,14551.95
2018-08-21,14585.85
2018-08-23,14601.32
2018-08-24,14571.39
2018-08-27,14731.17
2018-08-28,14771.29
2018-08-29,14753.44
2018-08-30,14756.03
2018-08-31,14782.95
2018-09-03,14678.85
2018-09-04,14507.89
2018-09-05,14446.48
2018-09-06,14524.31
2018-09-07,14612.84
2018-09-10,14414.37
2018-09-11,14218.49
2018-09-12,14299.56
2018-09-14,14495.36
2018-09-17,14353.62
2018-09-18,14202.83
2018-09-19,14132.44
2018-09-21,13954.55
2018-09-24,13684.55
2018-09-25,13773.66
2018-09-26,13772.06
2018-09-27,13624.1
2018-09-28,13496.26
2018-10-01,13569.58
2018-10-03,13408.52
2018-10-04,13109.67
2018-10-05,12769.28
2018-10-08,12736.21
2018-10-09,12677.49
2018-10-10,12952.18
2018-10-11,12681.39
2018-10-12,12979.75
2018-10-15,13046.23
2018-10-16,13167.29
2018-10-17,12967.17
2018-10-18,13167.29
2018-10-19,12792.53
2018-10-22,12698.2
2018-10-23,12570.25
2018-10-24,12667.65
2018-10-25,12553.87
2018-10-26,12470.57
2018-10-29,12756.66
2018-10-30,12742.59
2018-10-31,12969.63
2018-11-01,12999.37
2018-11-02,13187.43
2018-11-05,13156.88
2018-11-06,13145.64
2018-11-07,13145.64
2018-11-09,13258.69
2018-11-12,13129.95
2018-11-13,13225.78
2018-11-14,13222.75
2018-11-15,13273.53
2018-11-16,13330.69
2018-11-19,13418.97
2018-11-20,13282.16
2018-11-21,13252.75
2018-11-22,13161.85
2018-11-26,13256.78
2018-11-27,13317.44
2018-11-28,13331.32
2018-11-29,13462.63
2018-11-30,13503.06
2018-12-03,13529.42
2018-12-04,13513.95
2018-12-05,13384.98
2018-12-06,13168.2
2018-12-07,13253.29
2018-12-10,12999.73
2018-12-11,13111.79
2018-12-12,13373.36
2018-12-13,13455.91
2018-12-14,13161.85
2018-12-17,13569.56
2018-12-18,13604.26
2018-12-19,13707.21
2018-12-20,13688.88
2018-12-21,13466.86
2018-12-24,13348.09
2018-12-26,13406.24
2018-12-27,13461.24
2018-12-28,13573.23
2018-12-31,13599.13
2019-01-01,13640.46
2019-01-02,13500.3
2019-01-03,13368.91
2019-01-04,13428.43
2019-01-07,13467.36
2019-01-08,13493.29
2019-01-09,13536.01
2019-01-10,13524.03
2019-01-11,13492.62
2019-01-14,13423.32
2019-01-15,13580.01
2019-01-16,13582.44
2019-01-17,13587.51
2019-01-18,13555.85
2019-01-21,13578.37
2019-01-22,13542.55
2019-01-23,13450.22
2019-01-24,13458.48
2019-01-25,13343.0
2019-01-28,13168.57
2019-01-29,13167.46
2019-01-30,13181.18
2019-01-31,13357.8
2019-02-01,13435.65
2019-02-04,13414.64
2019-02-05,13402.62
2019-02-06,13531.56
2019-02-07,13571.96
2019-02-08,13410.58
2019-02-11,13309.39
2019-02-12,13249.12
2019-02-13,13193.76
2019-02-14,13167.36
2019-02-15,13105.54
2019-02-18,12998.01
2019-02-19,12980.1
2019-02-20,13133.49
2019-02-21,13218.92
2019-02-22,13245.74
2019-02-25,13340.9
2019-02-26,13295.32
2019-02-27,13285.19
2019-02-28,13303.2
2019-03-01,13424.34
2019-03-05,13626.72
2019-03-06,13711.14
2019-03-07,13703.58
2019-03-08,13682.38
2019-03-11,13882.22
2019-03-12,14023.67
2019-03-13,14038.41
2019-03-14,14036.92
2019-03-15,14115.72
2019-03-18,14141.44
2019-03-19,14221.02
2019-03-20,14195.69
2019-03-22,14120.15
2019-03-25,13988.74
2019-03-26,14138.82
2019-03-27,14123.69
2019-03-28,14272.79
2019-03-29,14364.59
2019-04-01,14421.49
2019-04-02,14449.48
2019-04-03,14356.79
2019-04-04,14309.63
2019-04-05,14396.45
2019-04-08,14321.35
2019-04-09,14385.8
2019-04-10,14304.29
2019-04-11,14321.82
2019-04-12,14381.36
2019-04-15,14443.67
2019-04-16,14540.12
2019-04-18,14476.63
2019-04-22,14270.2
2019-04-23,14251.64
2019-04-24,14400.64
2019-04-25,14313.53
2019-04-26,14404.12
2019-04-30,14366.33
2019-05-02,14326.52
2019-05-03,14307.21
2019-05-06,14170.39
2019-05-07,14051.08
2019-05-08,13886.83
2019-05-09,13826.96
2019-05-10,13812.96
2019-05-13,13619.29
2019-05-14,13697.17
2019-05-15,13619.46
2019-05-16,13711.21
2019-05-17,13871.89
2019-05-20,14380.78
2019-05-21,14242.53
2019-05-22,14281.87
2019-05-23,14214.3
2019-05-24,14466.44
2019-05-27,14589.9
2019-05-28,14606.28
2019-05-29,14519.5
2019-05-30,14606.29
2019-05-31,14591.01
2019-06-03,14766.71
2019-06-04,14702.41
2019-06-06,14475.15
2019-06-07,14495.06
2019-06-10,14539.75
2019-06-11,14598.2
2019-06-12,14516.16
2019-06-13,14521.38
2019-06-14,14406.49
2019-06-17,14218.31
2019-06-18,14229.85
2019-06-19,14192.79
2019-06-20,14380.25
2019-06-21,14284.21
2019-06-24,14258.15
2019-06-25,14360.63
2019-06-26,14435.08
2019-06-27,14449.59
2019-06-28,14398.8
2019-07-01,14481.11
2019-07-02,14528.7
2019-07-03,14547.48
2019-07-04,14579.18
2019-07-05,14401.47
2019-07-08,14090.09
2019-07-09,14102.22
2019-07-10,14019.84
2019-07-11,14122.25
2019-07-12,14109.72
2019-07-15,14128.3
2019-07-16,14220.97
2019-07-17,14242.02
2019-07-18,14115.05
2019-07-19,13896.06
2019-07-22,13813.05
2019-07-23,13793.16
2019-07-24,13689.15
2019-07-25,13690.06
2019-07-26,13740.26
2019-07-29,13616.28
2019-07-30,13459.9
2019-07-31,13522.1
2019-08-01,13362.08
2019-08-02,13379.19
2019-08-05,13211.96
2019-08-06,13341.72
2019-08-07,13246.28
2019-08-08,13436.18
2019-08-09,13536.4
2019-08-13,13304.77
2019-08-14,13429.64
2019-08-16,13456.71
2019-08-19,13473.78
2019-08-20,13414.23
2019-08-21,15290.85
2019-08-22,13061.91
2019-08-23,13168.84
2019-08-26,13429.74
2019-08-27,13516.01
2019-08-28,13439.14
2019-08-29,13342.2
2019-08-30,13449.3
2019-09-03,13186.84
2019-09-04,13232.93
2019-09-05,13252.79
2019-09-06,13363.98
2019-09-09,13442.01
2019-09-11,13506.72
2019-09-12,13457.64
2019-09-13,13561.51
2019-09-16,13499.13
2019-09-17,13266.59
2019-09-18,13302.38
2019-09-19,13136.23
2019-09-20,13831.67
2019-09-23,14215.41
2019-09-24,14197.74
2019-09-25,14002.03
2019-09-26,14151.32
2019-09-27,14079.08
2019-09-30,13997.16
2019-10-01,13840.55
2019-10-03,13783.58
2019-10-04,13623.62
2019-10-07,13547.24
2019-10-09,13752.94
2019-10-10,13655.23
2019-10-11,13728.17
2019-10-14,13774.96
2019-10-15,13866.69
2019-10-16,13908.64
2019-10-17,14082.13
2019-10-18,14214.37
2019-10-22,14167.96
2019-10-23,14191.33
2019-10-24,14159.98
2019-10-25,14150.16
2019-10-27,14221.03
2019-10-29,14401.1
2019-10-30,14475.42
2019-10-31,14539.09
2019-11-01,14560.64
2019-11-04,14603.78
2019-11-05,14546.54
2019-11-06,14587.66
2019-11-07,14653.33
2019-11-08,14531.75
2019-11-11,14550.59
2019-11-13,14457.92
2019-11-14,14482.84
2019-11-15,14508.27
2019-11-18,14510.92
2019-11-19,14561.55
2019-11-20,14625.8
2019-11-21,14577.67
2019-11-22,14528.11
2019-11-25,14712.37
2019-11-26,14653.52
2019-11-27,14733.2
2019-11-28,14814.01
2019-11-29,14729.77
2019-12-02,14706.31
2019-12-03,14624.06
2019-12-04,14682.49
2019-12-05,14645.76
2019-12-06,14513.39
2019-12-09,14516.42
2019-12-10,14402.73
2019-12-11,14464.04
2019-12-12,14546.39
2019-12-13,14685.18
2019-12-16,14639.27
2019-12-17,14756.84
2019-12-18,14806.69
2019-12-19,14848.8
2019-12-20,14868.41
2019-12-23,14856.94
2019-12-24,14813.0
2019-12-26,14736.19
2019-12-27,14873.5
2019-12-30,14897.54
2019-12-31,14819.29
2020-01-01,14843.29
2020-01-02,14980.54
2020-01-03,14922.99
2020-01-06,14631.41
2020-01-07,14718.47
2020-01-08,14698.65
2020-01-09,14926.45
2020-01-10,14977.61
2020-01-13,15074.41
2020-01-14,15124.47
2020-01-15,15141.31
2020-01-16,15175.81
2020-01-17,15188.79
2020-01-20,15049.24
2020-01-21,14991.99
2020-01-22,14931.11
2020-01-23,15043.86
2020-01-24,15138.19
2020-01-27,15011.93
2020-01-28,14947.9
2020-01-29,15026.51
2020-01-30,14891.25
2020-01-31,14804.57
2020-02-01,3581.29
2020-02-03,14488.18
2020-02-04,14792.21
2020-02-05,14939.95
2020-02-06,15019.88
2020-02-07,15014.96
2020-02-10,14932.29
2020-02-11,14994.85
2020-02-12,15070.16
2020-02-13,15041.87
2020-02-14,14956.99
2020-02-17,14855.22
2020-02-18,14789.34
2020-02-19,14977.03
2020-02-20,14959.29
2020-02-24,14659.13
2020-02-25,14609.32
2020-02-26,14959.29
2020-02-27,14391.08
2020-02-28,13875.34
2020-03-02,13790.7
2020-03-03,14014.65
2020-03-04,13915.97
2020-03-05,13950.63
2020-03-06,13620.08
2020-03-09,12976.14
2020-03-11,12956.35
2020-03-12,11879.69
2020-03-13,12273.34
2020-03-16,11418.53
2020-03-17,11156.98
2020-03-18,10545.38
2020-03-19,10243.87
2020-03-20,10774.99
2020-03-23,9400.96
2020-03-24,9588.01
2020-03-25,10128.06
2020-03-26,10535.69
2020-03-27,10550.2
2020-03-30,10167.46
2020-04-01,10186.74
2020-04-03,10000.86
2020-04-07,10770.05
2020-04-08,10788.81
2020-04-09,11210.95
2020-04-13,11088.47
2020-04-15,11064.34
2020-04-16,11166.67
2020-04-17,11471.14
2020-04-20,11471.44
2020-04-21,11141.94
2020-04-22,11349.73
2020-04-23,11487.6
2020-04-24,11288.98
2020-04-27,11455.42
2020-04-28,11558.67
2020-04-29,11747.42
2020-04-30,12072.43
2020-05-04,11445.71
2020-05-05,11335.14
2020-05-06,11414.15
2020-05-07,11331.86
2020-05-08,11378.76
2020-05-11,11385.39
2020-05-12,11331.93
2020-05-13,11551.54
2020-05-14,11321.91
2020-05-15,11306.13
2020-05-18,10916.21
2020-05-19,10975.77
2020-05-20,11190.26
2020-05-21,11256.18
2020-05-22,11173.94
2020-05-26,11186.72
2020-05-27,11444.46
2020-05-28,11650.41
2020-05-29,11793.53
2020-06-01,12092.03
2020-06-02,12268.95
2020-06-03,12369.15
2020-06-04,12343.37
2020-06-05,12514.41
2020-06-08,12551.5
2020-06-09,12422.12
2020-06-10,12505.4
2020-06-11,12270.08
2020-06-12,12359.8
2020-06-15,12193.99
2020-06-16,12293.24
2020-06-17,12275.42
2020-06-18,12491.6
2020-06-19,12674.39
2020-06-22,12799.59
2020-06-23,13002.86
2020-06-24,12814.6
2020-06-25,12820.09
2020-06-26,12909.57
2020-06-29,12803.28
2020-06-30,12783.45
2020-07-01,12904.08
2020-07-02,13050.9
2020-07-03,13123.96
2020-07-06,13304.7
2020-07-07,13356.96
2020-07-08,13258.49
2020-07-09,13366.65
2020-07-10,13309.97
2020-07-13,13341.27
2020-07-14,13129.11
2020-07-15,13124.91
2020-07-16,13243.11
2020-07-17,13437.95
2020-07-20,13573.78
2020-07-21,13702.98
2020-07-22,13666.9
2020-07-23,13770.13
2020-07-24,13727.72
2020-07-27,13635.55
2020-07-28,13812.2
2020-07-29,13743.53
2020-07-30,13648.72
2020-07-31,13654.79
2020-08-03,13499.05
2020-08-04,13715.13
2020-08-05,13738.57
2020-08-06,13862.69
2020-08-07,13907.39
2020-08-10,14013.13
2020-08-11,14047.06
2020-08-12,14037.7
2020-08-13,14077.17
2020-08-14,13935.92
2020-08-17,14017.08
2020-08-18,14189.88
2020-08-19,14237.02
2020-08-20,14171.02
2020-08-21,14254.38
2020-08-24,14367.48
2020-08-25,14383.96
2020-08-26,14474.1
2020-08-27,14494.78
2020-08-28,14586.35
2020-08-31,14179.34
2020-09-01,14285.55
2020-09-02,14402.98
2020-09-03,14427.92
2020-09-04,14190.8
2020-09-07,14192.59
2020-09-08,14118.09
2020-09-09,14058.29
2020-09-10,14255.36
2020-09-11,14295.07
2020-09-14,14366.63
2020-09-15,14488.25
2020-09-16,14578.07
2020-09-17,14479.79
2020-09-18,14468.91
2020-09-21,14096.2
2020-09-22,13946.28
2020-09-23,13916.67
2020-09-24,13538.89
2020-09-25,13858.78
2020-09-28,14122.42
2020-09-29,14106.45
2020-09-30,14139.78
2020-10-01,14321.32
2020-10-05,14403.97
2020-10-06,14564.5
2020-10-07,14613.15
2020-10-08,14699.94
2020-10-09,14757.92
2020-10-12,14750.66
2020-10-13,14737.25
2020-10-14,14780.59
2020-10-15,14457.62
2020-10-16,14572.95
2020-10-19,14698.7
2020-10-20,14734.59
2020-10-21,14770.31
2020-10-22,14753.69
2020-10-23,14816.06
2020-10-26,14615.15
2020-10-27,14767.77
2020-10-28,14594.96
2020-10-29,14539.33
2020-10-30,14521.56
2020-11-02,14543.26
2020-11-03,14695.59
2020-11-04,14803.64
2020-11-05,15063.26
2020-11-06,15212.07
2020-11-09,15428.84
2020-11-10,15569.44
2020-11-11,15702.39
2020-11-12,15681.98
2020-11-13,15749.74
2020-11-17,15957.28
2020-11-18,16055.59
2020-11-19,15887.85
2020-11-20,16013.83
2020-11-23,16129.46
2020-11-24,16277.69
2020-11-25,16037.11
2020-11-26,16187.4
2020-11-27,16255.62
2020-12-01,16431.79
2020-12-02,16466.7
2020-12-03,16520.43
2020-12-04,16649.76
2020-12-07,16788.33
2020-12-08,16816.26
2020-12-09,16956.62
2020-12-10,16896.14
2020-12-11,16941.77
2020-12-14,17008.25
2020-12-15,17021.37
2020-12-16,17167.23
2020-12-17,17209.96
2020-12-18,17223.02
2020-12-21,16630.4
2020-12-22,16799.49
2020-12-23,17026.8
2020-12-24,17178.02
2020-12-28,17343.97
2020-12-29,17392.96
2020-12-30,17457.65
2020-12-31,17470.79
2021-01-01,17556.56
2021-01-04,17733.95
2021-01-05,17848.06
2021-01-06,17803.92
2021-01-07,17846.66
2021-01-08,18088.64
2021-01-11,18211.34
2021-01-12,18290.03
2021-01-13,18263.91
2021-01-14,18308.29
2021-01-15,18098.51
2021-01-18,17863.35
2021-01-19,18175.28
2021-01-20,18321.73
2021-01-21,18227.91
2021-01-22,17983.28
2021-01-25,17815.21
2021-01-27,17516.93
2021-01-28,17359.8
2021-01-29,17147.27
2021-02-01,17857.07
2021-02-02,18286.87
2021-02-03,18470.15
2021-02-04,18640.59
2021-02-05,18631.61
2021-02-08,18876.94
2021-02-09,18867.87
2021-02-10,18896.0
2021-02-11,18993.38
2021-02-12,18984.95
2021-02-15,19174.53
2021-02-16,19197.73
2021-02-17,19127.05
2021-02-18,19079.01
2021-02-19,18886.34
2021-02-22,18551.85
2021-02-23,18629.78
2021-02-24,18920.72
2021-02-25,19091.93
2021-02-26,18504.86
2021-03-01,18788.79
2021-03-02,19018.35
2021-03-03,19391.15
2021-03-04,19275.76
2021-03-05,19048.33
2021-03-08,19080.72
2021-03-09,19169.29
2021-03-10,19282.39
2021-03-12,19134.34
2021-03-15,19009.24
2021-03-16,19013.09
2021-03-17,18720.14
2021-03-18,18500.44
2021-03-19,18713.4
2021-03-22,18751.47
2021-03-23,18872.96
2021-03-24,18538.4
2021-03-25,18229.33
2021-03-26,18465.85
2021-03-30,18830.03
2021-03-31,18717.24
2021-04-01,18968.55
2021-04-05,18694.76
2021-04-06,18785.23
2021-04-07,18972.6
2021-04-08,19065.82
2021-04-09,19044.22
2021-04-12,18279.05
2021-04-13,18526.24
2021-04-15,18603.68
2021-04-16,18695.58
2021-04-19,18359.48
2021-04-20,18327.47
2021-04-22,18444.73
2021-04-23,18404.47
2021-04-27,18795.17
2021-04-28,19031.44
2021-04-29,19058.16
2021-04-30,18802.03
2021-05-03,18848.97
2021-05-04,18704.85
2021-05-05,18876.03
2021-05-06,19011.17
2021-05-07,19104.24
2021-05-10,19266.67
2021-05-11,19225.1
2021-05-12,19066.54
2021-05-14,18966.49
2021-05-17,19270.53
2021-05-18,19524.65
2021-05-19,19478.9
2021-05-20,19368.54
2021-05-21,19644.37
2021-05-24,19712.23
2021-05-25,19717.29
2021-05-26,19807.35
2021-05-27,19874.32
2021-05-28,19952.29
2021-05-31,20138.1
2021-06-01,20113.79
2021-06-02,20210.99
2021-06-03,20376.14
2021-06-04,20396.67
2021-06-07,20527.27
2021-06-08,20553.02
2021-06-09,20400.55
2021-06-10,20596.64
2021-06-11,20672.33
2021-06-14,20660.97
2021-06-15,20742.75
2021-06-16,20595.05
2021-06-17,20470.4
2021-06-18,20411.66
2021-06-21,20518.07
2021-06-22,20571.44
2021-06-23,20468.1
2021-06-24,20537.58
2021-06-25,20646.1
2021-06-28,20636.45
2021-06-29,20564.62
2021-06-30,20552.2
2021-07-01,20524.09
2021-07-02,20585.64
2021-07-05,20726.43
2021-07-06,20709.59
2021-07-07,20796.33
2021-07-08,20651.57
2021-07-09,20645.03
2021-07-12,20677.41
2021-07-13,20799.35
2021-07-14,20849.7
2021-07-15,20944.04
2021-07-16,20977.88
2021-07-19,20791.94
2021-07-20,20602.8
2021-07-22,20871.08
2021-07-23,20900.63
2021-07-26,20882.53
2021-07-27,20785.77
2021-07-28,20742.92
2021-07-29,20845.17
2021-07-30,20876.6
2021-08-02,21060.19
2021-08-03,21297.96
2021-08-04,21344.42
2021-08-05,21365.73
2021-08-06,21324.85
2021-08-09,21296.21
2021-08-10,21232.02
2021-08-11,21208.2
2021-08-12,21355.83
2021-08-13,21498.96
2021-08-16,21507.33
2021-08-17,21573.22
2021-08-18,21547.14
2021-08-20,21315.55
2021-08-23,21296.0
2021-08-24,21499.0
2021-08-25,21545.48
2021-08-26,21566.38
2021-08-27,21697.34
2021-08-30,22011.32
2021-08-31,22253.61
2021-09-01,22246.76
2021-09-02,22452.0
2021-09-03,22566.65
2021-09-06,22637.89
2021-09-07,22604.92
2021-09-08,22641.43
2021-09-09,22691.66
2021-09-13,22716.99
2021-09-14,22797.33
2021-09-15,22975.2
2021-09-16,23106.08
2021-09-17,22987.76
2021-09-20,22681.84
2021-09-21,22865.1
2021-09-22,22932.93
2021-09-23,23261.84
2021-09-24,23241.27
2021-09-27,23236.8
2021-09-28,23094.75
2021-09-29,23081.51
2021-09-30,23029.08
2021-10-01,22969.86
2021-10-04,23225.63
2021-10-05,23377.08
2021-10-06,23154.34
2021-10-07,23392.45
2021-10-08,23507.21
2021-10-11,23603.3
2021-10-12,23685.8
2021-10-13,23914.47
2021-10-14,24126.87
2021-10-18,24305.72
2021-10-19,24109.39
2021-10-20,23820.0
2021-10-21,23698.38
2021-10-22,23563.8
2021-10-25,23463.94
2021-10-26,23731.73
2021-10-27,23708.68
2021-10-28,23259.72
2021-10-29,23100.97
2021-11-01,23431.96
2021-11-02,23452.89
2021-11-03,23404.31
2021-11-08,23768.47
2021-11-09,23803.67
2021-11-10,23772.02
2021-11-11,23608.35
2021-11-12,23865.63
2021-11-15,23886.54
2021-11-16,23783.6
2021-11-17,23677.24
2021-11-18,23443.76
2021-11-22,22948.81
2021-11-23,23150.31
2021-11-24,23057.77
2021-11-25,23217.37
2021-11-26,22537.92
2021-11-29,22460.1
2021-11-30,22447.74
2021-12-01,22656.71
2021-12-02,22946.71
2021-12-03,22766.46
2021-12-06,22401.81
2021-12-08,23098.91
2021-12-09,23180.65
2021-12-10,23224.15
2021-12-13,23085.13
2021-12-14,23052.95
2021-12-15,22914.8
2021-12-16,22889.27
2021-12-17,22489.29
2021-12-20,21918.48
2021-12-21,22164.77
2021-12-22,22442.93
2021-12-23,22614.17
2021-12-24,22481.33
2021-12-27,22577.6
2021-12-28,22792.66
2021-12-29,22785.85
2021-12-30,22754.58
2021-12-31,22990.88
2022-01-03,23310.38
2022-01-04,23485.37
2022-01-05,23604.46
2022-01-06,23441.51
2022-01-07,23531.13
2022-01-10,23756.45
2022-01-11,23810.11
2022-01-12,24020.69
2022-01-13,24102.2
2022-01-14,24116.52
2022-01-17,24194.84
2022-01-18,23875.7
2022-01-19,23722.89
2022-01-20,23554.44
2022-01-21,23278.25
2022-01-24,22560.17
2022-01-25,22744.48
2022-01-27,22510.82
2022-01-28,22577.57
2022-01-31,22881.58
2022-02-01,23180.44
2022-02-02,23452.49
2022-02-03,23215.34
2022-02-04,23138.74
2022-02-07,22809.5
2022-02-08,22788.92
2022-02-09,23037.24
2022-02-10,23186.39
